chrom	pos	rsid	rsid_reported	gene	tissue	source	cis_trans	CHR_ID	CHR_POS	MAPPED_GENE	CONTEXT	P-VALUE	DISEASE/TRAIT	PUBMEDID
6	31332739.0	rs9266359	rs9266359	LOC100293534	whole blood	Joehanes et al.	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Brain_Frontal_Cortex_BA9	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Brain_Frontal_Cortex_BA9	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Cells_Transformed_fibroblasts	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Cells_Transformed_fibroblasts	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Adipose_Visceral_Omentum	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Adipose_Visceral_Omentum	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Muscle_Skeletal	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Muscle_Skeletal	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Skin_Sun_Exposed_Lower_leg	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Skin_Sun_Exposed_Lower_leg	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-B	Artery_Aorta	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-B	Artery_Aorta	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-B	Brain_Cerebellum	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-B	Brain_Cerebellum	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Skin_Not_Sun_Exposed_Suprapubic	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Skin_Not_Sun_Exposed_Suprapubic	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	PPP1R18	Adipose_Subcutaneous	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	PPP1R18	Adipose_Subcutaneous	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	PSORS1C1	Skin_Sun_Exposed_Lower_leg	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	PSORS1C1	Skin_Sun_Exposed_Lower_leg	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-B	Adipose_Visceral_Omentum	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-B	Adipose_Visceral_Omentum	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	XXbac-BPG248L24.12	Whole_Blood	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	XXbac-BPG248L24.12	Whole_Blood	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-B	Cells_Transformed_fibroblasts	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-B	Cells_Transformed_fibroblasts	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	NOTCH4	Adipose_Subcutaneous	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	NOTCH4	Adipose_Subcutaneous	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Whole_Blood	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Whole_Blood	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Adipose_Subcutaneous	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Adipose_Subcutaneous	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Brain_Putamen_basal_ganglia	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	7e-06	Systolic blood pressure	25249183
6	31332739.0	rs9266359	.	HLA-C	Brain_Putamen_basal_ganglia	GTEx_v6	cis	6	31364962	DHFRP2	downstream_gene_variant	2e-07	Diastolic blood pressure	25249183
6	31616366.0	rs805303	rs805303	AIF1	whole blood	Westra et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	LY6G5C	whole blood	Westra et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HSPA1B	whole blood	Westra et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HCP5	whole blood	Westra et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	AIF1	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	CSNK2B	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	.	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	HSPA1B	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	DDX39B	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	LY6G5B	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	PRRC2A	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	C6orf48	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	FLOT1	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	MSH5	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	HLA-B	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	HLA-C	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs116556354	IER3	whole blood	Jansen et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HSPA1L	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST1H4D	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST1H4C	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST1H4B	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST1H4A	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	DOM3Z	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	LOC100293534	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST1H4E	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	C4B	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	C4A	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	GPANK1	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	CSNK2B	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	BTN3A2	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	SLC44A4	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	LY6G5B	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	SKIV2L	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HCP5	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HLA-DRB6	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	LOC100294307	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	IER3	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	LOC100507714	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	LOC100507709	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HLA-DRB6	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HLA-DRB1	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST1H4F	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	BTN3A1	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST1H4H	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST1H4I	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST1H4J	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	AGER	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	BAG6	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	SAPCD1	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	MSH5-SAPCD1	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	MSH5	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	LY6G5C	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HCG27	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	DDAH2	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	C6orf48	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	AIF1	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HLA-DRB5	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST4H4	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST2H4B	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST2H4A	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST1H4L	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	HIST1H4K	whole blood	Joehanes et al.	trans	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	RNF5	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	rs805303	TUBB	whole blood	Joehanes et al.	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	BAG6	Muscle_Skeletal	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HLA-DRB5	Heart_Left_Ventricle	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Lung	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HLA-DRB5	Skin_Sun_Exposed_Lower_leg	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HSPA1B	Cells_Transformed_fibroblasts	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Brain_Cerebellar_Hemisphere	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Breast_Mammary_Tissue	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Artery_Aorta	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Thyroid	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Brain_Anterior_cingulate_cortex_BA24	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	BAG6	Artery_Coronary	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HLA-DRB5	Muscle_Skeletal	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Nerve_Tibial	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	PRRC2A	Whole_Blood	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HLA-DRB1	Thyroid	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Esophagus_Mucosa	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Esophagus_Muscularis	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	DDAH2	Esophagus_Mucosa	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	C4A	Thyroid	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	BAG6	Artery_Aorta	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Lung	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Muscle_Skeletal	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Testis	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	CYP21A2	Adipose_Subcutaneous	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Colon_Sigmoid	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	CCHCR1	Colon_Transverse	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Thyroid	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Esophagus_Muscularis	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	APOM	Muscle_Skeletal	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	ATP6V1G2	Nerve_Tibial	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Skin_Sun_Exposed_Lower_leg	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	GPANK1	Muscle_Skeletal	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	DDAH2	Cells_Transformed_fibroblasts	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	ABHD16A	Cells_Transformed_fibroblasts	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Artery_Aorta	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	BAG6	Artery_Tibial	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Stomach	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G6C	Esophagus_Mucosa	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	ABHD16A	Artery_Aorta	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Adipose_Visceral_Omentum	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Heart_Left_Ventricle	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Skin_Not_Sun_Exposed_Suprapubic	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Spleen	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	C4A	Muscle_Skeletal	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HLA-DRB5	Thyroid	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Brain_Caudate_basal_ganglia	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HLA-DRB5	Esophagus_Mucosa	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Adipose_Subcutaneous	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Whole_Blood	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Esophagus_Mucosa	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HLA-DRB1	Muscle_Skeletal	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Nerve_Tibial	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Brain_Putamen_basal_ganglia	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Brain_Cerebellum	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	ATF6B	Muscle_Skeletal	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	C4A	Whole_Blood	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	ATP6V1G2	Esophagus_Muscularis	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Pancreas	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	C4A	Cells_Transformed_fibroblasts	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Skin_Sun_Exposed_Lower_leg	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	C4B	Skin_Sun_Exposed_Lower_leg	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Colon_Transverse	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Brain_Nucleus_accumbens_basal_ganglia	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HLA-DRB5	Adipose_Subcutaneous	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Artery_Tibial	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HLA-DRB5	Lung	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HLA-DRB5	Whole_Blood	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Testis	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Adipose_Subcutaneous	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Whole_Blood	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	C4A	Stomach	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5B	Cells_Transformed_fibroblasts	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G6E	Esophagus_Mucosa	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	LY6G5C	Muscle_Skeletal	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HLA-DRB5	Nerve_Tibial	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	HLA-DRB1	Esophagus_Mucosa	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	DDAH2	Lung	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
6	31616366.0	rs805303	.	C4B	Whole_Blood	GTEx_v6	cis	6	31648589	BAG6	intron_variant	1e-10	Hypertension	21909115
7	27159136.0	rs6969780	rs6969780	HOXA9	whole blood	Westra et al.	cis	7	27119517	HOXA3	splice_region_variant	1e-06	Hypertension	28498854
