source	gene	source	Gene	source	Gene	associationtype	Original DB	Original DB	Original DB	Sentence in the supporting publication	PMID	Protein Class	Gene	geneid	Gene Full Name	Gene	geneid	CUI	Disease	HPO Term	CUI	Disease	Semantic Type	mesh	Disease Class	DO Class	Type	omim	Type	Score	PMID Year
ALL	28964	ALL	28964	ALL	28964	AlteredExpression	BEFREE	BEFREE	BEFREE	In vivo and in vitro measures of L-arginine transport were substantially reduced in the <span class= disease  id= 15569830-5-88-110 >essential hypertension</span> and positive family history groups compared with the negative family history group; however, <span class= negexp >no difference</span> was detected in peripheral blood mononuclear cell mRNA or protein expression levels for the cationic amino acid transporter <span class= gene  id= 15569830-5-342-347 >CAT-1</span>.	15569830	enzyme modulator; nucleic acid binding	GIT1	28964	GIT ArfGAP 1	GIT1	28964	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2005
ALL	3156	ALL	3156	ALL	3156	AlteredExpression	BEFREE	BEFREE	BEFREE	Functional promoter polymorphisms govern differential expression of <span class= gene  id= 21304971-0-68-85 >HMG-CoA reductase</span> gene in mouse models of <span class= disease  id= 21304971-0-110-132 >essential hypertension</span>.	21304971	null	HMGCR	3156	3-hydroxy-3-methylglutaryl-CoA reductase	HMGCR	3156	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2011
ALL	3958	ALL	3958	ALL	3958	AlteredExpression	BEFREE	BEFREE	BEFREE	Patients with aldosterone-producing adenoma had a significantly higher plasma <span class= gene  id= 25180794-9-78-88 >galectin-3</span> level than patients with <span class= disease  id= 25180794-9-114-136 >essential hypertension</span>.	25180794	cell adhesion molecule; signaling molecule	LGALS3	3958	galectin 3	LGALS3	3958	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2014
ALL	406913	ALL	406913	ALL	406913	AlteredExpression	BEFREE	BEFREE	BEFREE	MicroRNA-9 and <span class= gene  id= 24794206-0-15-27 >microRNA-126</span> expression levels in patients with <span class= disease  id= 24794206-0-63-85 >essential hypertension</span>: potential markers of target-organ damage.	24794206	null	MIR126	406913	microRNA 126	MIR126	406913	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2014
ALL	55238	ALL	55238	ALL	55238	AlteredExpression	BEFREE	BEFREE	BEFREE	In vivo and in vitro measures of L-arginine transport were substantially reduced in the <span class= disease  id= 15569830-5-88-110 >essential hypertension</span> and positive family history groups compared with the negative family history group; however, <span class= negexp >no difference</span> was detected in peripheral blood mononuclear cell mRNA or protein expression levels for the cationic <span class= gene  id= 15569830-5-319-341 >amino acid transporter</span> CAT-1.	15569830	transporter	SLC38A7	55238	solute carrier family 38 member 7	SLC38A7	55238	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2005
ALL	55503	ALL	55503	ALL	55503	AlteredExpression	BEFREE	BEFREE	BEFREE	In vivo and in vitro measures of L-arginine transport were substantially reduced in the <span class= disease  id= 15569830-5-88-110 >essential hypertension</span> and positive family history groups compared with the negative family history group; however, <span class= negexp >no difference</span> was detected in peripheral blood mononuclear cell mRNA or protein expression levels for the cationic amino acid transporter <span class= gene  id= 15569830-5-342-347 >CAT-1</span>.	15569830	transporter	TRPV6	55503	transient receptor potential cation channel subfamily V member 6	TRPV6	55503	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2005
ALL	6277	ALL	6277	ALL	6277	AlteredExpression	BEFREE	BEFREE	BEFREE	<span class= gene  id= 12574100-8-0-3 >PRA</span> levels in patients with <span class= disease  id= 12574100-8-28-30 >EH</span> with the G/G genotype were significantly higher than in subjects with <span class= disease  id= 12574100-8-101-103 >EH</span> with G/A and A/A genotypes.	12574100	signaling molecule; calcium-binding protein	S100A6	6277	S100 calcium binding protein A6	S100A6	6277	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2003
ALL	633	ALL	633	ALL	633	AlteredExpression	BEFREE	BEFREE	BEFREE	Our data provide evidence of an enhanced expression of <span class= gene  id= 19523462-10-55-58 >BGN</span> in <span class= disease  id= 19523462-10-62-84 >essential hypertension</span>.	19523462	signaling molecule; extracellular matrix protein; receptor	BGN	633	biglycan	BGN	633	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2009
ALL	6347	ALL	6347	ALL	6347	AlteredExpression	BEFREE	BEFREE	BEFREE	Differential effect of telmisartan and amlodipine on <span class= gene  id= 21146687-0-53-87 >monocyte chemoattractant protein-1</span> and peroxisome proliferator-activated receptor-gamma gene expression in peripheral monocytes in patients with <span class= disease  id= 21146687-0-198-220 >essential hypertension</span>.	21146687	signaling molecule	CCL2	6347	C-C motif chemokine ligand 2	CCL2	6347	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2010
ALL	6548	ALL	6548	ALL	6548	AlteredExpression	BEFREE	BEFREE	BEFREE	Enhanced Na(+)-H+ exchanger activity and <span class= gene  id= 7875760-0-41-46 >NHE-1</span> mRNA expression in lymphocytes from patients with <span class= disease  id= 7875760-0-97-119 >essential hypertension</span>.	7875760	null	SLC9A1	6548	solute carrier family 9 member A1	SLC9A1	6548	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	1995
ALL	6774	ALL	6774	ALL	6774	AlteredExpression	BEFREE	BEFREE	BEFREE	Moreover, renalase transcript levels in mouse models of human <span class= disease  id= 25295465-9-62-84 >essential hypertension</span> were concomitantly associated with endogenous <span class= gene  id= 25295465-9-131-136 >STAT3</span> and ZBP89 levels, suggesting crucial roles for these transcription factors in regulating renalase gene expression in cardiovascular pathological conditions.	25295465	transcription factor; nucleic acid binding	STAT3	6774	signal transducer and activator of transcription 3	STAT3	6774	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2015
ALL	6817	ALL	6817	ALL	6817	AlteredExpression	BEFREE	BEFREE	BEFREE	Elevated levels of <span class= gene  id= 24064537-11-19-22 >PST</span> correlating with catecholamines have been found in gestational diabetes and <span class= disease  id= 24064537-11-99-121 >essential hypertension</span>.	24064537	transferase	SULT1A1	6817	sulfotransferase family 1A member 1	SULT1A1	6817	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2014
ALL	7422	ALL	7422	ALL	7422	AlteredExpression	BEFREE	BEFREE	BEFREE	Exercise training normalizes skeletal muscle <span class= gene  id= 20179634-0-45-79 >vascular endothelial growth factor</span> levels in patients with <span class= disease  id= 20179634-0-104-126 >essential hypertension</span>.	20179634	signaling molecule	VEGFA	7422	vascular endothelial growth factor A	VEGFA	7422	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2010
ALL	7707	ALL	7707	ALL	7707	AlteredExpression	BEFREE	BEFREE	BEFREE	Moreover, renalase transcript levels in mouse models of human <span class= disease  id= 25295465-9-62-84 >essential hypertension</span> were concomitantly associated with endogenous STAT3 and <span class= gene  id= 25295465-9-141-146 >ZBP89</span> levels, suggesting crucial roles for these transcription factors in regulating renalase gene expression in cardiovascular pathological conditions.	25295465	null	ZNF148	7707	zinc finger protein 148	ZNF148	7707	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2015
ALL	7903	ALL	7903	ALL	7903	AlteredExpression	BEFREE	BEFREE	BEFREE	Elevated levels of <span class= gene  id= 24064537-11-19-22 >PST</span> correlating with catecholamines have been found in gestational diabetes and <span class= disease  id= 24064537-11-99-121 >essential hypertension</span>.	24064537	null	ST8SIA4	7903	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	ST8SIA4	7903	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2014
ALL	79400	ALL	79400	ALL	79400	AlteredExpression	BEFREE	BEFREE	BEFREE	We suggest that the increased expression of <span class= gene  id= 24688893-11-44-48 >NOX5</span>, which may be responsible for the increased oxidative stress in RPT cells in human <span class= disease  id= 24688893-11-132-154 >essential hypertension</span>, is caused, in part, by a defective renal dopaminergic system.	24688893	oxidoreductase	NOX5	79400	NADPH oxidase 5	NOX5	79400	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2014
ALL	801	ALL	801	ALL	801	AlteredExpression	BEFREE	BEFREE	BEFREE	Therefore, the aim of the present study was to evaluate basal and <span class= gene  id= 7498970-4-66-76 >calmodulin</span>-activated Ca(2+)-ATPase in red blood cells and its relationship to the insulin response during an intravenous glucose tolerance test in 27 normotensive adolescents with a family history of <span class= disease  id= 7498970-4-266-288 >essential hypertension</span> (F+) (mean age, 13.9 +/- 0.5 years) and in 10 control subjects matched for age and body mass index with no family history of hypertension (F-).	7498970	calcium-binding protein	CALM1	801	calmodulin 1	CALM1	801	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	1996
ALL	805	ALL	805	ALL	805	AlteredExpression	BEFREE	BEFREE	BEFREE	Therefore, the aim of the present study was to evaluate basal and <span class= gene  id= 7498970-4-66-76 >calmodulin</span>-activated Ca(2+)-ATPase in red blood cells and its relationship to the insulin response during an intravenous glucose tolerance test in 27 normotensive adolescents with a family history of <span class= disease  id= 7498970-4-266-288 >essential hypertension</span> (F+) (mean age, 13.9 +/- 0.5 years) and in 10 control subjects matched for age and body mass index with no family history of hypertension (F-).	7498970	calcium-binding protein	CALM2	805	calmodulin 2	CALM2	805	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	1996
ALL	808	ALL	808	ALL	808	AlteredExpression	BEFREE	BEFREE	BEFREE	Therefore, the aim of the present study was to evaluate basal and <span class= gene  id= 7498970-4-66-76 >calmodulin</span>-activated Ca(2+)-ATPase in red blood cells and its relationship to the insulin response during an intravenous glucose tolerance test in 27 normotensive adolescents with a family history of <span class= disease  id= 7498970-4-266-288 >essential hypertension</span> (F+) (mean age, 13.9 +/- 0.5 years) and in 10 control subjects matched for age and body mass index with no family history of hypertension (F-).	7498970	calcium-binding protein	CALM3	808	calmodulin 3	CALM3	808	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	1996
ALL	9469	ALL	9469	ALL	9469	AlteredExpression	BEFREE	BEFREE	BEFREE	Renal activity of 11beta-<span class= gene  id= 11425780-2-25-28 >HSD</span> is decreased in patients with apparent mineralocorticoid excess (SAME), licorice-induced hypertension, and <span class= disease  id= 11425780-2-136-158 >essential hypertension</span>.	11425780	null	CHST3	9469	carbohydrate sulfotransferase 3	CHST3	9469	C0085580	Essential Hypertension	null	C0085580	Essential Hypertension	Disease or Syndrome	C562386	null	disease of anatomical entity	disease	145500	disease	0.000274726784213	2001
