gene	geneid	associationtype	Original DB	Sentence in the supporting publication	PMID	Protein Class	Gene Full Name	CUI	Disease	HPO Term	CUI	Disease	Semantic Type	mesh	Disease Class	DO Class	Type	omim	Type	Score	PMID Year
BCL2	596	AlteredExpression	BEFREE	Cyclosporin A, apoptosis of BAL T-cells and expression of <span class= gene  id= 12952249-0-58-63 >Bcl-2</span> in <span class= disease  id= 12952249-0-67-77 >asthmatics</span>.	12952249	signaling molecule	BCL2, apoptosis regulator	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.201373633921065	2004
BCL2	596	AlteredExpression	BEFREE	Activation of <span class= gene  id= 26938720-0-14-19 >Bcl-2</span>-Caspase-9 Apoptosis Pathway in the Testis of <span class= disease  id= 26938720-0-65-74 >Asthmatic</span> Mice.	26938720	signaling molecule	BCL2, apoptosis regulator	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.201373633921065	2016
BCL2	596	AlteredExpression	BEFREE	Apoptosis, proliferation, and expression of <span class= gene  id= 9806739-0-44-49 >Bcl-2</span>, Fas, and Fas ligand in bronchial biopsies from <span class= disease  id= 9806739-0-98-108 >asthmatics</span>.	9806739	signaling molecule	BCL2, apoptosis regulator	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.201373633921065	1998
SOD1	6647	AlteredExpression	BEFREE	<span class= gene  id= 21829032-11-0-3 >SOD</span> and CAT activity may be good tools to differentiate potential <span class= disease  id= 21829032-11-66-72 >asthma</span> sufferers.	21829032	oxidoreductase	superoxide dismutase 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.201098907136852	2011
SOD1	6647	AlteredExpression	BEFREE	Decreased Cu,Zn-<span class= gene  id= 9038914-0-16-19 >SOD</span> activity in <span class= disease  id= 9038914-0-32-41 >asthmatic</span> airway epithelium: correction by inhaled corticosteroid in vivo.	9038914	oxidoreductase	superoxide dismutase 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.201098907136852	1997
PTEN	5728	AlteredExpression	BEFREE	<span class= gene  id= 21489309-7-0-4 >PTEN</span> protein was found to be expressed at low levels in lung tissues in <span class= disease  id= 21489309-7-72-81 >asthmatic</span> mice; but the expression was restored after treatment with dexamethasone.	21489309	phosphatase; hydrolase	phosphatase and tensin homolog	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.200549453568426	2011
TIMP3	7078	AlteredExpression	BEFREE	Because genetic studies have shown that ADAM-33 gene polymorphisms are associated with asthma, we designed this study to assess mRNA expression profile of several ADAM and ADAMTS proteases in sputum from patients with <span class= disease  id= 17088949-3-218-224 >asthma</span> and to investigate the relationship between expression of these proteases and <span class= disease  id= 17088949-3-303-309 >asthma</span>-associated inflammation and airway obstruction. mRNA expression profile of selected ADAM and ADAMTS proteinases (ADAM-8, -9, -10, -12, -15, -17, and -33; ADAMTS-1, -2, -15, -16, -17, -18, and -19), their physiological inhibitors TIMP-1 and TIMP-3, and RECK, a membrane-anchored MMP activity regulator, was obtained by RT-PCR analysis performed on cells collected by sputum induction from 21 patients with mild to moderate asthma and 17 healthy individuals. mRNA levels of ADAM-8, ADAM-9, ADAM-12, TIMP-1, and <span class= gene  id= 17088949-3-819-825 >TIMP-3</span> were significantly increased, whereas mRNA levels coding for ADAMTS-1, ADAMTS-15, and RECK were significantly decreased in patients with asthma compared with control patients.	17088949	null	TIMP metallopeptidase inhibitor 3	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.200549453568426	2006
TIMP3	7078	AlteredExpression	BEFREE	Because remodeling of airway epithelium is a feature of chronic asthma, the up-regulation of MMP10 and <span class= gene  id= 16926187-8-103-108 >TIMP3</span> by NPS-NPSR1 signaling may be of relevance in the pathogenesis of <span class= disease  id= 16926187-8-175-181 >asthma</span>.	16926187	null	TIMP metallopeptidase inhibitor 3	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.200549453568426	2006
MMP10	4319	AlteredExpression	BEFREE	Because remodeling of airway epithelium is a feature of chronic asthma, the up-regulation of <span class= gene  id= 16926187-8-93-98 >MMP10</span> and TIMP3 by NPS-NPSR1 signaling may be of relevance in the pathogenesis of <span class= disease  id= 16926187-8-175-181 >asthma</span>.	16926187	null	matrix metallopeptidase 10	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.200274726784213	2006
STAT6	6778	AlteredExpression	BEFREE	We show here that T(h)2 cell-mediated inflammation in murine <span class= disease  id= 24150243-4-61-67 >asthma</span> models induces the expression of some markers of alternatively activated macrophage such as arginase 1 and resistin-like molecule-&alpha; in iDCs by a mechanism depending on the intrinsic expression of <span class= gene  id= 24150243-4-264-269 >STAT6</span>.	24150243	transcription factor; nucleic acid binding	signal transducer and activator of transcription 6	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.118066995850431	2014
STAT6	6778	AlteredExpression	BEFREE	<span class= gene  id= 11692112-0-0-50 >Signal transducer and activator of transcription 6</span> (<span class= gene  id= 11692112-0-52-58 >STAT-6</span>) expression and function in <span class= disease  id= 11692112-0-87-96 >asthmatic</span> bronchial epithelium.	11692112	transcription factor; nucleic acid binding	signal transducer and activator of transcription 6	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.118066995850431	2001
STAT6	6778	AlteredExpression	BEFREE	<span class= gene  id= 21814192-0-0-5 >STAT6</span> links IL-4/IL-13 stimulation with pendrin expression in <span class= disease  id= 21814192-0-62-68 >asthma</span> and chronic obstructive pulmonary disease.	21814192	transcription factor; nucleic acid binding	signal transducer and activator of transcription 6	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.118066995850431	2011
STAT6	6778	AlteredExpression	BEFREE	These data show that targeting the key transcription factor <span class= gene  id= 19494273-11-60-65 >STAT6</span> by siRNA effectively blocks the development of cardinal features of allergic airway disease, like allergen-induced airway inflammation and <span class= disease  id= 19494273-11-205-208 >AHR</span>.	19494273	transcription factor; nucleic acid binding	signal transducer and activator of transcription 6	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.118066995850431	2009
STAT6	6778	AlteredExpression	BEFREE	Therefore, inhibition of local <span class= gene  id= 19175798-2-31-36 >STAT6</span> expression provides a rationale for therapeutic intervention in <span class= disease  id= 19175798-2-101-117 >bronchial asthma</span>.	19175798	transcription factor; nucleic acid binding	signal transducer and activator of transcription 6	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.118066995850431	2009
IL4R	3566	AlteredExpression	BEFREE	Our group recently reported that interleukin-13 (IL13), <span class= gene  id= 17883727-3-56-78 >interleukin-4 receptor</span>-alpha and thymus and the activation-regulated chemokine interacted to influence <span class= disease  id= 17883727-3-159-165 >asthma</span> and raised plasma total IgE.	17883727	receptor	interleukin 4 receptor	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.108471097916942	2007
PTGS2	5743	AlteredExpression	BEFREE	We examined whether a decreased activity of nuclear factor(NF)-kappaB), a transcriptional regulator of cyclooxygenase-2 (COX-2), could account for down-regulation of <span class= gene  id= 12622742-1-166-171 >COX-2</span> in nasal polyps of aspirin-sensitive <span class= disease  id= 12622742-1-209-219 >asthmatics</span>.	12622742	oxidoreductase	prostaglandin-endoperoxide synthase 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.103870840740281	2003
PTGS2	5743	AlteredExpression	BEFREE	COX-1, and not <span class= gene  id= 18753249-0-15-20 >COX-2</span> activity, regulates airway function: relevance to aspirin-sensitive <span class= disease  id= 18753249-0-89-95 >asthma</span>.	18753249	oxidoreductase	prostaglandin-endoperoxide synthase 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.103870840740281	2008
PTGS2	5743	AlteredExpression	BEFREE	Our aim was to investigate the expression of COX-1 and <span class= gene  id= 17622692-3-55-60 >COX-2</span> mRNA in primary human bronchial epithelial cells (HBEC) isolated from <span class= disease  id= 17622692-3-131-141 >asthmatics</span> and non-<span class= disease  id= 17622692-3-150-160 >asthmatics</span>.	17622692	oxidoreductase	prostaglandin-endoperoxide synthase 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.103870840740281	2007
PTGS2	5743	AlteredExpression	BEFREE	PAR-2 activation, PGE2, and <span class= gene  id= 12754192-0-28-33 >COX-2</span> in human <span class= disease  id= 12754192-0-43-52 >asthmatic</span> and nonasthmatic airway smooth muscle cells.	12754192	oxidoreductase	prostaglandin-endoperoxide synthase 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.103870840740281	2003
PTGS2	5743	AlteredExpression	BEFREE	<span class= gene  id= 10390414-0-0-16 >Cyclooxygenase-2</span> mRNA is downexpressed in nasal polyps from aspirin-sensitive <span class= disease  id= 10390414-0-78-88 >asthmatics</span>.	10390414	oxidoreductase	prostaglandin-endoperoxide synthase 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.103870840740281	1999
PTGS2	5743	AlteredExpression	BEFREE	<span class= gene  id= 25180620-0-0-16 >Cyclooxygenase-2</span> and microRNA-155 expression are elevated in <span class= disease  id= 25180620-0-61-70 >asthmatic</span> airway smooth muscle cells.	25180620	oxidoreductase	prostaglandin-endoperoxide synthase 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.103870840740281	2016
PTGS2	5743	AlteredExpression	BEFREE	Repression of <span class= gene  id= 25217662-8-14-19 >COX-2</span> and IL-1&beta; expression by miR-146a correlated with reduced abundance of the RNA-binding protein human antigen R. These results demonstrate that miR-146a and miR-146b expression is inducible in hASMCs by proinflammatory cytokines and that miR-146a expression is greater in <span class= disease  id= 25217662-8-290-299 >asthmatic</span> cells.	25217662	oxidoreductase	prostaglandin-endoperoxide synthase 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.103870840740281	2014
ADAM33	80332	AlteredExpression	BEFREE	Because dysregulated expression of <span class= gene  id= 18423563-3-35-41 >ADAM33</span> can contribute to disease pathogenesis, we characterized the mechanism or mechanisms that control its transcription and investigated <span class= gene  id= 18423563-3-175-181 >ADAM33</span> expression in bronchial biopsy specimens and brushings from healthy and <span class= disease  id= 18423563-3-254-263 >asthmatic</span> subjects.	18423563	null	ADAM metallopeptidase domain 33	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.095566137761782	2008
ADAM33	80332	AlteredExpression	BEFREE	<span class= gene  id= 15709049-0-0-6 >ADAM33</span> expression in <span class= disease  id= 15709049-0-21-30 >asthmatic</span> airways and human embryonic lungs.	15709049	null	ADAM metallopeptidase domain 33	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.095566137761782	2005
ADAM33	80332	AlteredExpression	LHGDN	ADAM33 is associated with asthma development, and the levels of ADAM protein are related to asthma severity.	16387804	null	ADAM metallopeptidase domain 33	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.095566137761782	2006
ADAM33	80332	AlteredExpression	BEFREE	<span class= gene  id= 16387804-10-0-6 >ADAM33</span> is associated with <span class= disease  id= 16387804-10-26-32 >asthma</span> development, and the levels of ADAM protein are related to <span class= disease  id= 16387804-10-92-98 >asthma</span> severity.	16387804	null	ADAM metallopeptidase domain 33	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.095566137761782	2006
ADAM33	80332	AlteredExpression	BEFREE	The expression of <span class= gene  id= 17208589-12-18-24 >ADAM33</span> by ASM cells is increased in patients with <span class= disease  id= 17208589-12-68-74 >asthma</span>, and its expression may be regulated by IFN-gamma.	17208589	null	ADAM metallopeptidase domain 33	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.095566137761782	2006
ADAM33	80332	AlteredExpression	BEFREE	Increased expression of <span class= gene  id= 17339047-0-24-30 >ADAM33</span> and ADAM8 with disease progression in <span class= disease  id= 17339047-0-69-75 >asthma</span>.	17339047	null	ADAM metallopeptidase domain 33	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.095566137761782	2006
ADAM33	80332	AlteredExpression	BEFREE	Identification of those isoforms of <span class= gene  id= 14742294-3-36-42 >ADAM33</span> that are expressed in airways is fundamental to dissecting the role of <span class= gene  id= 14742294-3-114-120 >ADAM33</span> in <span class= disease  id= 14742294-3-124-130 >asthma</span>.	14742294	null	ADAM metallopeptidase domain 33	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.095566137761782	2004
ADAM33	80332	AlteredExpression	BEFREE	The ability of maternal allergy or exogenous IL-13 to suppress Adam33/<span class= gene  id= 19665773-15-70-76 >ADAM33</span> mRNA but enhance <span class= gene  id= 19665773-15-94-100 >Adam33</span> processing suggests a gene-environment interaction that may be relevant for <span class= disease  id= 19665773-15-177-183 >asthma</span> pathogenesis.	19665773	null	ADAM metallopeptidase domain 33	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.095566137761782	2009
ADAM33	80332	AlteredExpression	BEFREE	TGF-&beta;2, vascular epithelial growth factor (VEGF), <span class= gene  id= 22227417-2-50-86 >a disintegrin and metalloprotease 33</span> (<span class= gene  id= 22227417-2-88-94 >ADAM33</span>), and periostin are hypothesized to be involved in subepithelial remodeling and are overexpressed in adult <span class= disease  id= 22227417-2-202-211 >asthmatic</span> airways.	22227417	null	ADAM metallopeptidase domain 33	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.095566137761782	2011
CD40	958	AlteredExpression	BEFREE	These data underline (1) the pivotal role of the gamma c chain, <span class= gene  id= 12207328-10-64-68 >CD40</span>/CD40L, JAK3 and IL-13 in the inflammatory-like activation of lung myofibroblasts, (2) the cell-type restraint effects of IL-13 on these cells, and (3) the potential usefulness of JAK3 inhibitors in the treatment of <span class= disease  id= 12207328-10-284-290 >asthma</span>.	12207328	receptor	CD40 molecule	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.091653515897269	2002
IL22	50616	AlteredExpression	BEFREE	<span class= gene  id= 21535180-0-0-5 >IL-22</span> mRNA in peripheral blood mononuclear cells from allergic rhinitic and <span class= disease  id= 21535180-0-76-85 >asthmatic</span> pediatric patients.	21535180	signaling molecule	interleukin 22	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.085429023149632	2011
IL22	50616	AlteredExpression	BEFREE	IL-17 and <span class= gene  id= 24349168-13-10-15 >IL-22</span> were increased in both normal and <span class= disease  id= 24349168-13-50-59 >asthmatic</span> conditions with a significantly higher amount in <span class= disease  id= 24349168-13-109-119 >asthmatics</span> compared to controls.	24349168	signaling molecule	interleukin 22	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.085429023149632	2013
IL22	50616	AlteredExpression	BEFREE	To identify the most vulnerable population among those children we selected <span class= disease  id= 23330224-5-76-82 >asthma</span> as a typical allergy-related disease, and could show that there are significant differences in the levels of <span class= gene  id= 23330224-5-192-197 >IL-22</span> mRNA expression between IgE negative non-<span class= disease  id= 23330224-5-239-248 >asthmatic</span> subject and <span class= disease  id= 23330224-5-261-270 >asthmatic</span> children showing positive IgE reaction toward egg or milk, again.	23330224	signaling molecule	interleukin 22	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.085429023149632	2013
ESR2	2100	AlteredExpression	BEFREE	In this subnetwork, several receptors (EGFR, EGR1, <span class= gene  id= 27188427-11-51-55 >ESR2</span>, PGR), transcription factors (MYC, JAK), cytokines (IL8, IL6, IL1B), one chemokine (CXCL1), one kinase (SRC) and one cyclooxygenase (PTGS2) were described to be associated with inflammatory environment and steroid resistance in <span class= disease  id= 27188427-11-284-290 >asthma</span>.	27188427	transcription factor; receptor; nucleic acid binding	estrogen receptor 2	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.080549453568426	2016
PRMT1	3276	AlteredExpression	BEFREE	Thus <span class= gene  id= 26911452-11-5-10 >PRMT1</span> expression in structural lung cells in <span class= disease  id= 26911452-11-50-56 >asthma</span> can be considered as potential target for new therapeutic intervention.	26911452	transferase	protein arginine methyltransferase 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.080549453568426	2016
NTRK1	4914	AlteredExpression	BEFREE	Using fluorescence microscopy, we found that Kidins220 and <span class= gene  id= 20934630-7-59-63 >TrkA</span> were co-expressed on the membranes of the BALF cells of <span class= disease  id= 20934630-7-120-129 >asthmatic</span> mice.	20934630	null	neurotrophic receptor tyrosine kinase 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.080549453568426	2010
PIN1	5300	AlteredExpression	BEFREE	<span class= gene  id= 17965833-6-0-4 >Pin1</span> also regulates the post-transcriptional level of some cytokines, associated with <span class= disease  id= 17965833-6-86-92 >asthma</span>, that possess 3' untranslated region AU-rich elements (AREs) via interaction withAUF1, the nucleoprotein in the ARE-binding complex.	17965833	isomerase	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.080549453568426	2008
TACR1	6869	AlteredExpression	BEFREE	In summary, bronchial epithelial cell changes in <span class= disease  id= 17392578-7-49-55 >asthma</span> are induced by LIF which promotes the expression of <span class= gene  id= 17392578-7-108-113 >NK-1R</span>, and JAK/STAT pathway and MAPK/ERK pathway may participate in this process.	17392578	receptor	tachykinin receptor 1	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.080274726784213	2007
IL10	3586	AlteredExpression	BEFREE	Our results support the hypothesis that <span class= gene  id= 11295668-9-40-45 >IL-10</span> overexpression may counterbalance the effects of proinflammatory cytokines and mitigate the inflammatory reaction found in gut mucosa of subjects with <span class= disease  id= 11295668-9-197-203 >asthma</span>.	11295668	signaling molecule	interleukin 10	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.06930262387553	2001
IL10	3586	AlteredExpression	BEFREE	Additionally, IL-13, <span class= gene  id= 24450586-9-21-26 >IL-10</span> and eosinophil major basic protein mRNA levels were greater in patients with asthma exacerbations compared to non-exacerbating patients (P = 0.03, P = 0.06 and P = 0.02, respectively), and IL-13 mRNA correlated with the peak <span class= disease  id= 24450586-9-252-258 >Asthma</span> Index (P = 0.006).	24450586	signaling molecule	interleukin 10	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.06930262387553	2014
IL10	3586	AlteredExpression	BEFREE	Most of the <span class= gene  id= 11031340-11-12-17 >IL-10</span> and IL-12 mRNA(+) cells in sputum from <span class= disease  id= 11031340-11-57-66 >asthmatic</span> subjects were macrophages (&gt;80%), with less than 10% of mRNA colocalizing to epithelial cells.	11031340	signaling molecule	interleukin 10	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.06930262387553	2000
IL10	3586	AlteredExpression	BEFREE	<span class= gene  id= 15894599-0-0-14 >Interleukin-10</span> gene expression in acute virus-induced <span class= disease  id= 15894599-0-54-60 >asthma</span>.	15894599	signaling molecule	interleukin 10	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.06930262387553	2005
IL10	3586	AlteredExpression	LHGDN	findings suggest that dust mite allergen levels modify the effect of <span class=gene id=18440625>IL10</span> SNPs on allergy and <span class=disease id=18440625>asthma</span> exacerbations	18440625	signaling molecule	interleukin 10	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.06930262387553	2008
IL10	3586	AlteredExpression	BEFREE	The in vitro effects of budesonide in modulating: TLR4 and TLR2 expression in controls and in <span class= disease  id= 25722071-4-94-104 >asthmatics</span>; <span class= gene  id= 25722071-4-106-111 >IL-10</span> expression and cytokine release (IL-6 and TNF-&alpha; selected by a multiplex assay) in <span class= disease  id= 25722071-4-194-204 >asthmatics</span> were also explored.	25722071	signaling molecule	interleukin 10	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.06930262387553	2015
IL10	3586	AlteredExpression	BEFREE	Increased <span class= gene  id= 8630259-0-10-24 >interleukin-10</span> messenger RNA expression in atopic allergy and <span class= disease  id= 8630259-0-72-78 >asthma</span>.	8630259	signaling molecule	interleukin 10	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.06930262387553	1996
IL10	3586	AlteredExpression	BEFREE	Collectively, these findings provide new evidence demonstrating that the altered responsiveness of atopic <span class= disease  id= 11597904-6-106-115 >asthmatic</span> serum-sensitized ASM is largely attributed to activation of an intrinsic T helper type 2-type autocrine mechanism involving <span class= gene  id= 11597904-6-240-245 >IL-10</span>-mediated release and the action of IL-5 in the sensitized ASM itself.	11597904	signaling molecule	interleukin 10	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.06930262387553	2001
IL10	3586	AlteredExpression	BEFREE	Exhaled levels of IL4, <span class= gene  id= 24393359-10-23-27 >IL10</span>, and IL13 were positively associated with <span class= disease  id= 24393359-10-70-76 >asthma</span> development (p &lt; 0.01).	24393359	signaling molecule	interleukin 10	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.06930262387553	2013
LTC4S	4056	AlteredExpression	BEFREE	The over-expression of the <span class= gene  id= 21429049-11-27-42 >LTC(4) synthase</span> in a mouse <span class= disease  id= 21429049-11-54-60 >asthma</span> model also replicates the key features of AIA.	21429049	transferase	leukotriene C4 synthase	C0004096	Asthma	Abnormality of the immune system; Abnormality of the respiratory system	C0004096	Asthma	Disease or Syndrome	D001249	Immune System Diseases ; Respiratory Tract Diseases	disease of anatomical entity	disease	null	disease	0.067350825631403	2012
